% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct
3648	1	3	58	0	6	153	0	1	0
3655	2	17	21	0	28	2292	0	1	1
3668	3	25	123	0	28	1479	0	1	1
3679	3	25	123	0	28	1479	0	1	1
3688	2	17	21	0	28	2292	0	1	1
3690	3	25	123	0	28	1479	0	1	1
3697	3	25	123	0	28	1479	0	1	1
3702	2	17	21	0	28	2292	0	1	1
3714	3	25	123	0	28	1479	0	1	1
3716	3	25	123	0	28	1479	0	1	1
3718	3	25	123	0	28	1479	0	1	1
3724	2	17	21	0	28	2292	0	1	1
3732	2	17	21	0	28	2292	0	1	1
3739	2	17	21	0	28	2292	0	1	1
3742	1	1	6	0	2	65	0	1	1
3742	1	5	49	0	6	153	0	1	0
3743	1	1	6	0	2	65	0	1	1
3743	1	5	49	0	6	153	0	1	0
3744	1	1	6	0	2	65	0	1	1
3744	1	5	49	0	6	153	0	1	0
3744	1	3	58	0	6	153	0	1	0
3746	1	1	6	0	2	65	0	1	1
3746	1	5	49	0	6	153	0	1	0
3746	1	3	58	0	6	153	0	1	0
3747	1	1	6	0	2	65	0	1	1
3747	1	5	49	0	6	153	0	1	0
3747	1	3	58	0	6	153	0	1	1
3748	1	1	6	0	2	65	0	1	1
3748	1	5	49	0	6	153	0	1	0
3748	1	3	58	0	6	153	0	1	0
3749	1	1	6	0	28	1095	0	1	1
3749	1	3	58	0	6	153	0	1	0
3763	2	17	21	0	28	2292	0	1	0
3763	2	19	62	0	28	2292	0	1	1
3765	3	25	123	0	28	1479	0	1	1
3778	2	19	62	0	28	2292	0	1	1
3786	2	19	62	0	28	2292	0	1	1
3787	2	19	62	0	28	2292	0	1	1
3790	3	25	123	0	28	1479	0	1	1
3792	2	19	62	0	28	2292	0	1	1
3803	3	25	123	0	28	1479	0	1	1
3811	3	25	123	0	28	1479	0	1	1
3827	3	25	123	0	28	1479	0	1	1
3836	1	1	6	0	28	1095	0	1	0
3836	3	25	123	0	28	1479	0	1	0
3885	2	17	21	0	28	2292	0	1	1
3885	2	19	62	0	28	2292	0	1	0
3908	2	17	21	0	28	2292	0	1	1
3908	2	19	62	0	28	2292	0	1	0
3909	1	3	58	0	6	325	0	1	1
3912	1	3	58	0	6	325	0	1	1
3915	2	17	21	0	28	2292	0	1	1
3915	2	19	62	0	28	2292	0	1	0
3916	2	17	21	0	28	2292	0	1	0
3916	2	19	62	0	28	2292	0	1	1
3924	2	17	21	0	28	2292	0	1	1
3930	1	1	6	0	2	65	0	1	1
3930	1	5	49	0	6	153	0	1	0
3930	1	3	58	0	28	1095	0	1	0
3931	1	1	6	0	2	65	0	1	1
3931	1	5	49	0	6	153	0	1	0
3931	1	3	58	0	28	1095	0	1	0
3932	1	1	6	0	2	65	0	1	1
3932	1	5	49	0	6	153	0	1	0
3932	1	3	58	0	28	1095	0	1	0
3933	1	1	6	0	2	65	0	1	1
3933	1	5	49	0	6	153	0	1	0
3933	1	3	58	0	28	1095	0	1	0
3934	1	1	6	0	2	65	0	1	1
3934	1	5	49	0	6	153	0	1	1
3934	1	3	58	0	28	1095	0	1	0
3936	1	1	6	0	2	87	0	1	1
3936	1	5	49	0	6	209	0	1	0
3937	1	1	6	0	2	87	0	1	1
3939	1	1	6	0	2	87	0	1	1
3940	1	1	6	0	2	87	0	1	1
3941	1	1	6	0	2	87	0	1	1
3941	1	5	49	0	6	209	0	1	0
3942	1	1	6	0	2	87	0	1	1
3942	1	5	49	0	6	209	0	1	0
3944	1	1	6	0	28	1479	0	1	1
3948	2	17	21	0	28	2292	0	1	1
3949	2	17	21	0	28	2292	0	1	1
3960	2	17	21	0	28	2292	0	1	1
3979	3	25	123	0	28	1479	0	1	1
3996	2	17	21	0	28	2292	0	1	0
3996	3	25	123	0	28	1479	0	1	0
4005	3	25	123	0	0	53	0	1	1
4025	1	1	6	0	2	65	0	1	1
4027	1	1	6	0	2	65	0	1	1
4028	1	1	6	0	2	65	0	1	1
4029	1	1	6	0	2	65	0	1	1
4030	1	1	6	0	2	65	0	1	1
4031	1	1	6	0	2	65	0	1	1
4031	2	17	21	0	28	2292	0	1	1
4033	3	25	123	0	28	1479	0	1	1
4034	1	1	6	0	28	1095	0	1	1
4041	3	25	123	0	28	1479	0	1	1
4049	3	25	123	0	28	1479	0	1	1
4052	2	17	21	0	28	2292	0	1	1
4053	3	25	123	0	28	1479	0	1	1
4060	3	25	123	0	28	1479	0	1	1
4072	1	5	49	0	6	209	0	1	0
4072	1	3	58	0	6	209	0	1	0
4072	2	17	21	0	28	2292	0	1	0
4072	2	19	62	0	28	2292	0	1	0
4074	1	5	49	0	6	209	0	1	0
4074	1	3	58	0	6	209	0	1	1
4076	1	5	49	0	6	209	0	1	0
4076	1	3	58	0	6	209	0	1	1
4095	3	25	123	0	28	1479	0	1	1
4098	1	3	58	0	6	325	0	1	1
4100	3	25	123	0	28	1479	0	1	1
4108	3	25	123	0	28	1479	0	1	1
4119	1	1	6	0	28	1095	0	1	1
4119	1	3	58	0	28	1095	0	1	0
4122	1	3	58	0	28	1479	0	1	1
4132	1	3	58	0	28	1479	0	1	1
4140	3	25	123	0	28	1479	0	1	1
4141	1	3	58	0	28	1479	0	1	1
4150	1	3	58	0	28	1479	0	1	1
4190	3	25	123	0	28	1479	0	1	1
4196	2	17	21	0	28	2292	0	1	1
4205	3	25	123	0	28	1479	0	1	1
4207	2	17	21	0	28	2292	0	1	1
4213	1	1	6	0	2	65	0	1	1
4213	1	3	58	0	28	1095	0	1	1
4214	1	1	6	0	2	65	0	1	1
4214	1	3	58	0	28	1095	0	1	0
4215	1	1	6	0	2	87	0	1	1
4215	1	5	49	0	6	209	0	1	0
4217	1	1	6	0	2	87	0	1	1
4217	1	5	49	0	6	209	0	1	0
4218	1	1	6	0	2	87	0	1	1
4218	1	5	49	0	6	209	0	1	0
4219	1	1	6	0	2	87	0	1	1
4219	1	5	49	0	6	209	0	1	0
4220	1	1	6	0	2	87	0	1	1
4220	1	5	49	0	6	209	0	1	0
4221	1	1	6	0	2	87	0	1	1
4221	1	5	49	0	6	209	0	1	0
4222	1	1	6	0	28	1479	0	1	1
4229	3	25	123	0	28	1479	0	1	1
4234	2	17	21	0	28	2292	0	1	1
4234	2	19	62	0	28	2292	0	1	1
4241	3	25	123	0	28	1479	0	1	1
4249	2	17	21	0	28	2292	0	1	1
4249	2	19	62	0	28	2292	0	1	0
4258	2	17	21	0	28	2292	0	1	1
4260	3	25	123	0	28	1479	0	1	1
4262	3	25	123	0	28	1479	0	1	1
4265	3	25	123	0	28	1479	0	1	1
4268	2	17	21	0	28	2292	0	1	1
4269	2	17	21	0	28	2292	0	1	1
4274	2	17	21	0	28	2292	0	1	0
4274	3	25	123	0	28	1479	0	1	0
4276	2	17	21	0	28	2292	0	1	1
4285	3	25	123	0	0	53	0	1	1
4293	3	25	123	0	28	1479	0	1	1
4299	3	25	123	0	28	1479	0	1	1
4300	3	25	123	0	28	1479	0	1	1
4307	1	1	6	0	28	1095	0	1	1
4307	1	3	58	0	6	153	0	1	0
4310	2	17	21	0	28	2292	0	1	1
4324	2	17	21	0	28	2292	0	1	1
4331	2	17	21	0	28	2292	0	1	1
4338	3	25	123	0	28	1479	0	1	1
4342	2	17	21	0	28	2292	0	1	1
4345	3	25	123	0	28	1479	0	1	1
4350	3	25	123	0	28	1479	0	1	1
4370	2	17	21	0	28	2292	0	1	1
4373	3	25	123	0	28	1479	0	1	1
4381	3	25	123	0	28	1479	0	1	1
4389	1	5	49	0	6	325	0	1	1
4391	1	5	49	0	6	325	0	1	1
4393	1	5	49	0	6	325	0	1	1
4393	3	25	123	0	28	1479	0	1	0
4399	1	5	49	0	28	2292	0	1	1
4401	1	1	6	0	2	65	0	1	1
4401	1	5	49	0	28	1095	0	1	0
4401	1	3	58	0	6	153	0	1	1
4402	1	1	6	0	2	65	0	1	1
4402	1	5	49	0	28	1095	0	1	0
4402	1	3	58	0	6	153	0	1	0
4403	1	1	6	0	2	65	0	1	1
4403	1	5	49	0	28	1095	0	1	0
4403	1	3	58	0	6	153	0	1	0
4404	1	1	6	0	2	65	0	1	1
4404	1	5	49	0	28	1095	0	1	0
4404	1	3	58	0	6	153	0	1	0
4404	2	17	21	0	28	2292	0	1	0
4404	2	19	62	0	28	2292	0	1	1
4405	1	1	6	0	2	65	0	1	1
4405	1	5	49	0	28	1095	0	1	0
4405	1	3	58	0	6	153	0	1	0
4406	1	1	6	0	2	65	0	1	1
4406	1	5	49	0	28	1095	0	1	0
4406	1	3	58	0	6	153	0	1	0
4407	1	1	6	0	2	65	0	1	1
4407	1	5	49	0	28	1095	0	1	1
4407	1	3	58	0	6	153	0	1	0
4408	1	1	6	0	28	1095	0	1	1
4408	1	3	58	0	28	1095	0	1	0
4417	2	19	62	0	28	2292	0	1	1
4426	1	5	49	0	28	1479	0	1	1
4449	1	5	49	0	28	1479	0	1	1
4454	1	5	49	0	28	1479	0	1	1
4459	2	19	62	0	28	2292	0	1	1
4494	3	25	123	0	28	1479	0	1	1
4495	1	1	6	0	2	65	0	1	1
4495	1	5	49	0	28	1095	0	1	0
4495	2	19	62	0	28	2292	0	1	1
4500	1	1	6	0	2	87	0	1	1
4501	1	1	6	0	2	87	0	1	1
4502	1	1	6	0	2	87	0	1	1
4503	1	1	6	0	2	87	0	1	1
4504	1	1	6	0	2	87	0	1	1
4505	1	1	6	0	2	87	0	1	1
4506	1	1	6	0	2	87	0	1	1
4507	1	1	6	0	28	1479	0	1	1
4508	3	25	123	0	28	1479	0	1	1
4515	2	17	21	0	28	2292	0	1	0
4515	2	19	62	0	28	2292	0	1	1
4524	3	25	123	0	28	1479	0	1	1
4535	2	19	62	0	28	2292	0	1	1
4542	3	25	123	0	28	1479	0	1	1
4544	1	3	58	0	6	325	0	1	1
4548	2	19	62	0	28	2292	0	1	1
4553	3	25	123	0	28	1479	0	1	1
4557	1	3	58	0	28	2292	0	1	1
4559	2	19	62	0	28	2292	0	1	1
4568	2	19	62	0	28	2292	0	1	1
4569	3	25	123	0	28	1479	0	1	1
4574	3	25	123	0	28	1479	0	1	1
4575	1	3	58	0	28	2292	0	1	1
4585	3	25	123	0	28	1479	0	1	1
4590	1	1	6	0	28	1095	0	1	1
4590	1	5	49	0	6	153	0	1	0
4590	1	3	58	0	28	1095	0	1	0
4596	1	5	49	0	6	325	0	1	1
4596	2	19	62	0	28	2292	0	1	1
4598	2	19	62	0	28	2292	0	1	1
4603	2	19	62	0	28	2292	0	1	1
4607	3	25	123	0	28	1479	0	1	1
4614	2	19	62	0	28	2292	0	1	1
4623	1	5	49	0	28	2292	0	1	1
4646	2	19	62	0	28	2292	0	1	1
4649	3	25	123	0	28	1479	0	1	1
4657	2	19	62	0	28	2292	0	1	1
4663	3	25	123	0	28	1479	0	1	1
4668	2	17	21	0	28	2292	0	1	0
4668	2	19	62	0	28	2292	0	1	1
4673	2	17	21	0	28	2292	0	1	0
4673	2	19	62	0	28	2292	0	1	1
4674	3	25	123	0	28	1479	0	1	1
4684	1	1	6	0	2	65	0	1	0
4684	1	5	49	0	28	1095	0	1	0
4684	2	19	62	0	28	2292	0	1	0
4685	1	1	6	0	2	65	0	1	1
4685	1	5	49	0	28	1095	0	1	0
4686	1	1	6	0	2	87	0	1	1
4688	1	1	6	0	2	87	0	1	1
4689	1	1	6	0	2	87	0	1	1
4690	1	1	6	0	2	87	0	1	1
4692	1	1	6	0	2	87	0	1	1
4693	1	1	6	0	28	1479	0	1	1
4721	3	25	123	0	28	1479	0	1	1
4746	2	19	62	0	28	2292	0	1	1
4755	2	19	62	0	28	2292	0	1	0
4755	3	25	123	0	28	1479	0	1	0
4757	2	19	62	0	28	2292	0	1	1
4764	2	19	62	0	28	2292	0	1	0
4764	3	25	123	0	0	53	0	1	1
4766	2	19	62	0	28	2292	0	1	1
4774	3	25	123	0	0	53	0	1	1
4778	1	1	6	0	28	1095	0	1	1
4778	1	5	49	0	6	153	0	1	0
4778	1	3	58	0	6	153	0	1	0
4783	1	5	49	0	6	209	0	1	0
4783	1	3	58	0	6	209	0	1	1
4792	3	25	123	0	28	1479	0	1	1
4801	2	19	62	0	28	2292	0	1	1
4808	1	3	58	0	28	1479	0	1	1
4809	3	25	123	0	28	1479	0	1	1
4810	1	3	58	0	28	1479	0	1	1
4814	2	19	62	0	28	2292	0	1	1
4826	1	3	58	0	28	1479	0	1	1
4833	3	25	123	0	28	1479	0	1	1
4835	2	17	21	0	28	2292	0	1	0
4835	2	19	62	0	28	2292	0	1	0
4835	3	25	123	0	28	1479	0	1	0
4836	2	17	21	0	28	2292	0	1	1
4836	2	19	62	0	28	2292	0	1	0
4849	2	17	21	0	28	2292	0	1	1
4863	3	25	123	0	0	53	0	1	1
4872	1	1	6	0	2	65	0	1	1
4872	1	5	49	0	6	153	0	1	0
4872	1	3	58	0	6	153	0	1	0
4873	1	1	6	0	2	65	0	1	1
4873	1	5	49	0	6	153	0	1	0
4873	1	3	58	0	6	153	0	1	0
4874	1	1	6	0	2	65	0	1	1
4874	1	5	49	0	6	153	0	1	0
4874	1	3	58	0	6	153	0	1	0
4875	1	1	6	0	2	65	0	1	1
4875	1	5	49	0	6	153	0	1	0
4875	1	3	58	0	6	153	0	1	0
4876	1	1	6	0	2	65	0	1	1
4876	1	5	49	0	6	153	0	1	0
4876	1	3	58	0	6	153	0	1	0
4877	1	1	6	0	2	65	0	1	1
4877	1	5	49	0	6	153	0	1	0
4877	1	3	58	0	6	153	0	1	0
4878	1	1	6	0	2	65	0	1	1
4878	1	5	49	0	6	153	0	1	0
4878	1	3	58	0	6	153	0	1	0
4879	1	1	6	0	28	1095	0	1	1
4885	2	17	21	0	28	2292	0	1	1
4885	2	19	62	0	28	2292	0	1	0
4904	3	25	123	0	28	1479	0	1	1
4907	3	25	123	0	28	1479	0	1	1
4913	3	25	123	0	28	1479	0	1	1
4928	3	25	123	0	28	1479	0	1	1
4958	2	17	21	0	28	2292	0	1	1
4961	3	25	123	0	28	1479	0	1	1
4967	1	1	6	0	28	1095	0	1	1
4969	2	17	21	0	28	2292	0	1	1
4972	2	17	21	0	28	2292	0	1	1
4986	3	25	123	0	28	1479	0	1	1
4988	3	25	123	0	28	1479	0	1	1
4999	3	25	123	0	28	1479	0	1	1
5001	2	17	21	0	28	2292	0	1	1
5011	4	37	42	0	28	2292	0	1	1
5011	4	39	74	0	28	2292	0	1	0
5012	3	25	123	0	28	1479	0	1	1
5016	3	25	123	0	28	1479	0	1	1
5021	3	25	123	0	28	1479	0	1	1
5023	1	5	49	0	6	209	0	1	1
5025	1	5	49	0	6	209	0	1	1
5025	1	3	58	0	6	209	0	1	0
5029	1	5	49	0	6	209	0	1	0
5029	1	3	58	0	6	209	0	1	0
5029	2	17	21	0	28	2292	0	1	0
5029	2	19	62	0	28	2292	0	1	0
5030	1	5	49	0	28	1479	0	1	0
5030	1	3	58	0	6	209	0	1	1
5033	1	5	49	0	28	1479	0	1	1
5034	1	5	49	0	28	1479	0	1	1
5038	1	3	58	0	28	1479	0	1	1
5050	1	5	49	0	28	1479	0	1	0
5050	1	3	58	0	28	1479	0	1	1
5052	3	25	123	0	28	1479	0	1	1
5057	3	25	123	0	28	1479	0	1	1
5060	1	1	6	0	28	1095	0	1	1
5060	1	3	58	0	28	1095	0	1	0
5077	3	25	123	0	28	1479	0	1	1
5089	3	25	123	0	28	1479	0	1	1
5091	3	25	123	0	28	1479	0	1	1
5096	3	25	123	0	28	1479	0	1	1
5106	3	25	123	0	28	1479	0	1	1
5132	3	25	123	0	28	1479	0	1	1
5146	3	25	123	0	28	1479	0	1	1
5152	3	25	123	0	28	1479	0	1	1
5155	1	1	6	0	2	65	0	1	1
5156	1	1	6	0	2	65	0	1	1
5157	1	1	6	0	2	65	0	1	1
5158	1	1	6	0	2	65	0	1	1
5159	1	1	6	0	2	65	0	1	1
5164	1	1	6	0	28	1095	0	1	1
5165	2	17	21	0	28	2292	0	1	1
5169	3	25	123	0	28	1479	0	1	1
5176	3	25	123	0	28	1479	0	1	1
5185	1	5	49	0	6	209	0	1	1
5185	1	3	58	0	6	209	0	1	0
5187	3	25	123	0	28	1479	0	1	1
5197	2	17	21	0	28	2292	0	1	1
5197	2	19	62	0	28	2292	0	1	0
5198	1	5	49	0	28	1479	0	1	0
5198	2	17	21	0	28	2292	0	1	0
5198	2	19	62	0	28	2292	0	1	0
5199	2	17	21	0	28	2292	0	1	1
5199	2	19	62	0	28	2292	0	1	0
5212	3	25	123	0	28	1479	0	1	1
5219	3	25	123	0	28	1479	0	1	1
5225	3	25	123	0	28	1479	0	1	1
5231	3	25	123	0	28	1479	0	1	1
5236	3	25	123	0	28	1479	0	1	1
5249	1	1	6	0	28	1095	0	1	1
5259	2	17	21	0	28	2292	0	1	1
5261	2	17	21	0	28	2292	0	1	1
5264	2	17	21	0	28	2292	0	1	1
5265	2	17	21	0	28	2292	0	1	1
5272	3	25	123	0	28	1479	0	1	1
5285	2	17	21	0	28	2292	0	1	1
5290	3	25	123	0	28	1479	0	1	1
5308	3	25	123	0	28	1479	0	1	1
5312	3	25	123	0	28	1479	0	1	1
5323	3	25	123	0	28	1479	0	1	1
5342	2	17	21	0	28	2292	0	1	1
5343	1	1	6	0	2	65	0	1	1
5343	1	5	49	0	6	153	0	1	0
5343	3	25	123	0	28	1479	0	1	0
5344	1	1	6	0	2	65	0	1	1
5344	1	5	49	0	6	153	0	1	0
5344	1	3	58	0	6	153	0	1	0
5345	1	1	6	0	2	65	0	1	1
5345	1	5	49	0	6	153	0	1	0
5345	1	3	58	0	6	153	0	1	0
5346	1	1	6	0	2	65	0	1	1
5346	1	5	49	0	6	153	0	1	1
5346	1	3	58	0	6	153	0	1	0
5347	1	1	6	0	2	65	0	1	1
5347	1	5	49	0	6	153	0	1	0
5347	1	3	58	0	6	153	0	1	0
5348	1	1	6	0	2	65	0	1	0
5348	1	5	49	0	6	153	0	1	0
5348	1	3	58	0	6	153	0	1	0
5348	2	17	21	0	28	2292	0	1	0
5348	2	19	62	0	28	2292	0	1	0
5349	1	1	6	0	2	65	0	1	1
5349	1	5	49	0	6	153	0	1	0
5349	1	3	58	0	6	153	0	1	0
5350	1	1	6	0	4	105	0	1	1
5350	1	3	58	0	6	153	0	1	0
5352	1	1	6	0	28	1095	0	1	1
5409	3	25	123	0	28	1479	0	1	1
5413	3	25	123	0	28	1479	0	1	1
5414	3	25	123	0	28	1479	0	1	1
5416	3	25	123	0	28	1479	0	1	1
5421	3	25	123	0	28	1479	0	1	1
5423	3	25	123	0	28	1479	0	1	1
5437	1	1	6	0	28	1095	0	1	0
5437	3	25	123	0	28	1479	0	1	0
5479	2	17	21	0	28	2292	0	1	1
5485	2	17	21	0	28	2292	0	1	1
5489	2	17	21	0	28	2292	0	1	1
5498	2	17	21	0	28	2292	0	1	1
5501	1	5	49	0	6	209	0	1	1
5502	1	5	49	0	6	209	0	1	1
5510	2	17	21	0	28	2292	0	1	0
5510	2	19	62	0	28	2292	0	1	1
5511	1	5	49	0	28	1479	0	1	1
5511	1	3	58	0	6	209	0	1	0
5513	2	19	62	0	28	4587	0	1	1
5523	1	5	49	0	28	1479	0	1	1
5531	1	1	6	0	2	65	0	1	1
5531	1	5	49	0	28	1095	0	1	0
5532	1	1	6	0	2	65	0	1	1
5532	1	5	49	0	28	1095	0	1	0
5533	1	1	6	0	2	87	0	1	1
5534	1	1	6	0	2	87	0	1	1
5535	1	1	6	0	2	87	0	1	1
5536	1	1	6	0	2	87	0	1	1
5537	1	1	6	0	2	87	0	1	1
5540	1	1	6	0	28	1479	0	1	1
5554	2	19	62	0	28	2292	0	1	1
5561	2	19	62	0	28	2292	0	1	1
5564	2	19	62	0	28	2292	0	1	1
5573	2	19	62	0	28	2292	0	1	1
5579	2	19	62	0	28	2292	0	1	1
5583	3	25	123	0	28	1479	0	1	1
5608	3	25	123	0	28	1479	0	1	1
5609	3	25	123	0	28	1479	0	1	1
5625	1	1	6	0	2	65	0	1	1
5627	1	1	6	0	2	65	0	1	1
5628	1	1	6	0	2	65	0	1	1
5629	2	17	21	0	28	2292	0	1	0
5629	2	19	62	0	28	2292	0	1	1
5630	1	1	6	0	2	65	0	1	1
5631	1	1	6	0	2	65	0	1	1
5635	1	1	6	0	28	1095	0	1	1
5637	2	17	21	0	28	2292	0	1	0
5637	2	19	62	0	28	2292	0	1	1
5651	3	25	123	0	28	1479	0	1	1
5665	1	5	49	0	6	209	0	1	1
5665	1	3	58	0	6	209	0	1	0
5665	3	25	123	0	28	1479	0	1	1
5667	2	19	62	0	28	2292	0	1	1
5668	3	25	123	0	28	1479	0	1	1
5677	1	5	49	0	28	1479	0	1	0
5677	2	19	62	0	28	2292	0	1	0
5683	1	5	49	0	28	1479	0	1	1
5709	3	25	123	0	28	1479	0	1	1
5718	3	25	123	0	28	1479	0	1	1
5719	1	1	6	0	28	1095	0	1	0
5719	1	5	49	0	28	1095	0	1	0
5719	3	25	123	0	28	1479	0	1	0
5721	3	25	123	0	28	1479	0	1	1
5763	3	25	123	0	28	1479	0	1	1
5764	3	25	123	0	28	1479	0	1	1
5778	3	25	123	0	28	1479	0	1	1
5788	3	25	123	0	28	1479	0	1	1
5794	2	17	21	0	28	2292	0	1	1
5797	2	17	21	0	28	2292	0	1	1
5800	2	17	21	0	28	2292	0	1	1
5805	3	25	123	0	28	1479	0	1	1
5807	2	17	21	0	28	2292	0	1	1
5814	1	1	6	0	2	65	0	1	1
5816	1	1	6	0	2	65	0	1	1
5816	1	5	49	0	6	153	0	1	0
5817	1	1	6	0	2	65	0	1	1
5817	1	5	49	0	6	153	0	1	0
5818	1	1	6	0	2	65	0	1	1
5818	1	5	49	0	6	153	0	1	1
5819	1	1	6	0	2	65	0	1	1
5819	1	5	49	0	6	153	0	1	0
5820	1	1	6	0	2	65	0	1	1
5820	1	5	49	0	6	153	0	1	0
5821	3	25	123	0	28	1479	0	1	1
5823	1	1	6	0	28	1095	0	1	1
5827	3	25	123	0	28	1479	0	1	1
5831	2	17	21	0	28	2292	0	1	1
5831	2	19	62	0	28	2292	0	1	0
5832	1	3	58	0	6	209	0	1	1
5837	1	3	58	0	6	209	0	1	1
5838	1	3	58	0	6	209	0	1	1
5840	3	25	123	0	28	1479	0	1	1
5841	2	17	21	0	28	2292	0	1	1
5843	1	3	58	0	28	1479	0	1	1
5843	3	25	123	0	28	1479	0	1	1
5850	1	3	58	0	28	1479	0	1	1
5853	3	25	123	0	28	1479	0	1	1
5864	1	3	58	0	28	1479	0	1	1
5866	3	25	123	0	28	1479	0	1	1
5867	1	3	58	0	28	1479	0	1	1
5870	3	25	123	0	28	1479	0	1	1
5874	3	25	123	0	28	1479	0	1	1
5875	2	17	21	0	28	2292	0	1	1
5878	2	17	21	0	28	2292	0	1	1
5880	2	17	21	0	28	2292	0	1	1
5884	2	17	21	0	28	2292	0	1	1
5889	3	25	123	0	28	1479	0	1	1
5894	1	3	58	0	28	1479	0	1	1
5897	1	3	58	0	28	1479	0	1	1
5900	3	25	123	0	28	1479	0	1	1
5908	1	1	6	0	28	1095	0	1	0
5908	1	3	58	0	28	1095	0	1	0
5908	3	25	123	0	28	1479	0	1	0
5909	1	1	6	0	28	1095	0	1	0
5909	1	3	58	0	28	1095	0	1	1
5915	1	1	6	0	28	1095	1	0	1
5944	2	17	21	0	28	2292	0	1	1
5957	2	17	21	0	28	2292	0	1	1
5961	2	17	21	0	28	2292	0	1	1
5963	2	17	21	0	28	2292	0	1	1
5967	2	17	21	0	28	2292	0	1	1
5973	2	17	21	0	28	2292	0	1	1
5979	2	17	21	0	28	2292	0	1	1
6003	1	1	6	0	2	65	0	1	1
6003	1	5	49	0	6	153	0	1	0
6003	1	3	58	0	6	153	0	1	0
6004	1	1	6	0	2	65	0	1	1
6004	1	5	49	0	6	153	0	1	0
6004	1	3	58	0	6	153	0	1	0
6005	1	1	6	0	2	65	0	1	1
6005	1	5	49	0	6	153	0	1	0
6005	1	3	58	0	6	153	0	1	0
6006	1	1	6	0	2	65	0	1	1
6006	1	5	49	0	6	153	0	1	0
6006	1	3	58	0	6	153	0	1	0
6007	1	1	6	0	2	65	0	1	1
6007	1	5	49	0	6	153	0	1	0
6007	1	3	58	0	6	153	0	1	0
6008	1	1	6	0	2	65	0	1	1
6008	1	5	49	0	6	153	0	1	0
6008	1	3	58	0	6	153	0	1	0
6009	1	1	6	0	2	65	0	1	1
6009	1	5	49	0	6	153	0	1	0
6009	1	3	58	0	6	153	0	1	0
6012	1	1	6	0	2	87	0	1	1
6013	1	1	6	0	2	87	0	1	1
6016	1	1	6	0	2	87	0	1	1
6017	1	1	6	0	2	87	0	1	1
6018	1	1	6	0	2	87	0	1	1
6019	1	1	6	0	28	1479	0	1	1
6042	2	17	21	0	28	2292	0	1	0
6042	2	19	62	0	28	2292	0	1	1
6055	2	19	62	0	28	2292	0	1	1
6065	2	19	62	0	28	2292	0	1	1
6070	2	19	62	0	28	2292	0	1	1
6075	3	25	123	0	28	1479	0	1	1
6076	2	19	62	0	28	2292	0	1	1
6078	2	19	62	0	28	2292	0	1	1
6083	3	25	123	0	28	1479	0	1	1
6096	1	1	6	0	2	65	0	1	1
6097	1	1	6	0	2	65	0	1	1
6098	1	1	6	0	2	65	0	1	1
6100	1	1	6	0	2	65	0	1	1
6101	1	1	6	0	2	65	0	1	1
6102	1	1	6	0	2	65	0	1	1
6103	1	1	6	0	28	1095	0	1	1
6106	2	19	62	0	28	2292	0	1	0
6106	3	25	123	0	28	1479	0	1	0
6111	2	17	21	0	28	2292	0	1	0
6111	2	19	62	0	28	2292	0	1	0
6111	3	25	123	0	28	1479	0	1	0
6112	2	17	21	0	28	2292	0	1	0
6112	2	19	62	0	28	2292	0	1	1
6122	3	25	123	0	0	53	0	1	1
6134	3	25	123	0	28	1479	0	1	1
6141	1	5	49	0	6	209	0	1	1
6147	1	5	49	0	6	209	0	1	1
6147	1	3	58	0	6	209	0	1	0
6148	1	5	49	0	28	1479	0	1	0
6148	1	3	58	0	6	209	0	1	1
6150	1	5	49	0	28	1479	0	1	1
6150	1	3	58	0	6	209	0	1	0
6151	1	5	49	0	28	1479	0	1	0
6151	1	3	58	0	6	209	0	1	1
6151	3	25	123	0	28	1479	0	1	1
6159	1	3	58	0	28	1479	0	1	1
6168	3	25	123	0	28	1479	0	1	1
6179	3	25	123	0	28	1479	0	1	1
6186	3	25	123	0	28	1479	0	1	1
6190	1	1	6	0	28	1095	0	1	1
6190	1	3	58	0	28	1095	0	1	0
6192	3	25	123	0	28	1479	0	1	1
6196	2	19	62	0	28	2292	0	1	1
6201	2	19	62	0	28	2292	0	1	1
6207	2	19	62	0	28	2292	0	1	1
6223	3	25	123	0	28	1479	0	1	1
6232	3	25	123	0	28	1479	0	1	1
6235	2	19	62	0	28	2292	0	1	1
6245	2	19	62	0	28	2292	0	1	1
6246	2	19	62	0	28	2292	0	1	1
6250	2	19	62	0	28	2292	0	1	1
6251	3	25	123	0	28	1479	0	1	1
6270	3	25	123	0	28	1479	0	1	1
6272	3	25	123	0	28	1479	0	1	1
6285	1	1	6	0	2	65	0	1	1
6286	1	1	6	0	2	65	0	1	1
6287	1	1	6	0	2	65	0	1	1
6288	1	1	6	0	2	65	0	1	1
6288	3	25	123	0	28	1479	0	1	0
6289	1	1	6	0	2	65	0	1	1
6290	1	1	6	0	2	65	0	1	1
6291	1	1	6	0	2	65	0	1	1
6292	1	1	6	0	28	1095	0	1	0
6292	2	17	21	0	28	4587	0	1	0
6292	2	19	62	0	28	2292	0	1	0
6301	1	5	49	0	6	209	0	1	1
6303	1	5	49	0	6	209	0	1	1
6306	1	5	49	0	6	209	0	1	0
6306	1	3	58	0	6	209	0	1	1
6310	1	5	49	0	28	1479	0	1	1
6310	1	3	58	0	6	209	0	1	0
